utc_time_id,source_id,primary_link_source_flag,avg_speed,avg_flow,avg_occ,avg_freeflow_speed,avg_travel_time,high_quality_samples,samples_below_100pct_ff,samples_below_95pct_ff,samples_below_90pct_ff,samples_below_85pct_ff,samples_below_80pct_ff,samples_below_75pct_ff,samples_below_70pct_ff,samples_below_65pct_ff,samples_below_60pct_ff,samples_below_55pct_ff,samples_below_50pct_ff,samples_below_45pct_ff,samples_below_40pct_ff,samples_below_35pct_ff,samples_below_30pct_ff,samples_below_25pct_ff,samples_below_20pct_ff
25/05/2016 4:58,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
08/06/2016 16:53,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
12/07/2016 19:16,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
02/06/2016 13:03,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20/02/2016 22:11,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18/06/2016 16:37,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/07/2016 17:21,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
10/05/2016 1:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11/04/2016 19:44,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
25/05/2016 15:30,402264,6,0.03,109,6,0.04,71,5,0.09,60,,,,,,,,,,,,,,,
01/04/2016 20:15,402265,14,0.1,60,10,0.0694,60,7,0.0694,56,,,,,,,,,,,,,,,
09/05/2016 21:55,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/08/2016 1:53,402267,3,0.8444,1,0,1,0,4,0.0217,71,,,,,,,,,,,,,,,
30/06/2016 17:30,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 14:37,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
08/06/2016 3:29,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
09/06/2016 2:37,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
25/05/2016 22:43,402265,8,0.04,78,10,0.06,71,6,0.05,71,,,,,,,,,,,,,,,
12/02/2016 16:22,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
24/03/2016 19:17,402265,13,0.08,71,15,0.09,71,12,0.13,60,,,,,,,,,,,,,,,
11/08/2016 20:32,402264,14,0.08,95,16,0.1,71,0,1,0,,,,,,,,,,,,,,,
04/01/2016 1:08,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/07/2016 5:40,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 5:50,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
08/06/2016 10:50,402267,0,1,0,12,0.0861,71,8,0.0583,60,,,,,,,,,,,,,,,
08/06/2016 21:56,402270,11,0.06,78,7,0.04,78,6,0.03,78,5,0.03,86,,,,,,,,,,,,
01/07/2016 13:10,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/02/2016 4:28,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/08/2016 23:44,402267,0,1,0,0,1,0,7,0.0717,60,,,,,,,,,,,,,,,
19/05/2016 14:49,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 12:26,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
20/02/2016 20:06,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/03/2016 18:18,402264,0,0,0,14,0.09,65,8,0.05,71,,,,,,,,,,,,,,,
31/07/2016 21:51,402270,11,0.06,71,9,0.05,98,7,0.06,65,2,0.01,78,,,,,,,,,,,,
01/07/2016 16:37,402267,0,0,0,16,0.1033,71,13,0.1767,56,,,,,,,,,,,,,,,
16/03/2016 8:40,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/04/2016 0:35,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
04/07/2016 7:22,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 18:28,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/04/2016 14:10,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
16/03/2016 14:31,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
17/08/2016 17:03,402270,18,0.1,71,9,0.05,98,5,0.04,65,6,0.05,71,,,,,,,,,,,,
03/01/2016 13:35,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/07/2016 6:20,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
17/02/2016 1:30,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
19/05/2016 19:01,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
17/08/2016 9:51,402260,21,0.11,78,17,0.1339,71,5,0.0622,65,,,,,,,,,,,,,,,
04/07/2016 15:13,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/07/2016 20:17,402264,15,0.1,81,14,0.1,65,10,0.08,65,,,,,,,,,,,,,,,
01/07/2016 20:22,402267,0,0,0,6,0.0383,65,9,0.0706,60,,,,,,,,,,,,,,,
28/01/2016 13:11,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
30/06/2016 15:52,402267,0,1,0,15,0.0817,78,12,0.0706,71,,,,,,,,,,,,,,,
19/05/2016 22:04,402267,0,1,0,7,0.07,71,7,0.0717,60,,,,,,,,,,,,,,,
12/02/2016 13:07,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
25/05/2016 21:25,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/07/2016 23:46,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
29/02/2016 2:04,402264,0,0,0,5,0.03,71,5,0.03,71,,,,,,,,,,,,,,,
24/03/2016 21:37,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
28/01/2016 15:52,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/02/2016 13:59,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
08/06/2016 3:19,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
27/07/2016 23:28,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
02/06/2016 23:09,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 16:58,402264,24,0.15,87,19,0.13,71,6,0.1,60,,,,,,,,,,,,,,,
28/01/2016 15:46,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18/06/2016 16:43,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 21:54,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
28/01/2016 13:56,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
10/05/2016 2:00,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
27/07/2016 10:00,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
30/03/2016 5:30,402264,0,0,0,2,0.01,71,1,0.03,60,,,,,,,,,,,,,,,
11/08/2016 15:38,402261,19,0.1117,71,13,0.0778,65,13,0.0944,75,,,,,,,,,,,,,,,
03/01/2016 21:02,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 5:06,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
17/08/2016 12:26,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/02/2016 11:12,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 12:55,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
28/01/2016 20:49,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/03/2016 11:05,402265,13,0.09,71,11,0.08,71,5,0.0694,65,,,,,,,,,,,,,,,
28/01/2016 13:05,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
29/01/2016 2:11,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/01/2016 22:09,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
25/05/2016 19:47,402262,18,0.11,89,18,0.12,65,0,0,0,,,,,,,,,,,,,,,
01/04/2016 6:02,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
28/01/2016 8:46,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/07/2016 12:53,402270,20,0.12,71,16,0.09,71,3,0.05,65,5,0.06,65,,,,,,,,,,,,
30/03/2016 3:01,402267,0,0,0,1,0.0056,71,1,0.0072,71,,,,,,,,,,,,,,,
05/07/2016 0:36,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/04/2016 4:35,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/04/2016 0:00,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 7:36,402265,9,0.05,78,8,0.0694,71,4,0.09,60,,,,,,,,,,,,,,,
08/06/2016 6:20,402267,0,1,0,2,0.0122,78,2,0.0417,52,,,,,,,,,,,,,,,
13/02/2016 0:48,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20/02/2016 9:26,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/08/2016 15:46,402261,11,0.0661,65,9,0.0544,71,7,0.0778,49,,,,,,,,,,,,,,,
10/08/2016 7:20,402267,27,0.8683,16,0,1,0,4,0.0767,52,,,,,,,,,,,,,,,
16/03/2016 19:42,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18/06/2016 6:11,402264,1,0.01,54,1,0.01,65,1,0,60,,,,,,,,,,,,,,,
31/07/2016 8:58,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
27/07/2016 23:52,402265,3,0.02,78,7,0.04,71,5,0.05,65,,,,,,,,,,,,,,,
02/04/2016 2:19,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/03/2016 18:35,402267,0,0,0,11,0.0944,65,13,0.0811,56,,,,,,,,,,,,,,,
16/02/2016 6:00,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
12/07/2016 3:39,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
10/08/2016 6:04,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13/07/2016 6:06,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/08/2016 13:34,402261,23,0.1272,71,15,0.0878,71,5,0.0728,37,,,,,,,,,,,,,,,
20/01/2016 6:29,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
31/07/2016 9:37,402265,1,0.01,78,5,0.03,78,2,0.01,71,,,,,,,,,,,,,,,
12/07/2016 7:15,402270,3,0.02,78,2,0.01,78,2,0.02,60,0,0,0,,,,,,,,,,,,
12/02/2016 3:21,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/02/2016 23:05,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
25/03/2016 1:39,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/07/2016 12:11,402267,8,0.3728,11,11,0.0839,71,6,0.0494,60,,,,,,,,,,,,,,,
20/01/2016 8:59,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
31/07/2016 14:02,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
21/02/2016 1:33,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/08/2016 2:18,402260,1,0.005,71,5,0.0561,65,5,0.08,56,,,,,,,,,,,,,,,
17/08/2016 4:28,402265,0,0,0,1,0.01,65,3,0.03,60,,,,,,,,,,,,,,,
27/07/2016 14:27,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
03/01/2016 15:18,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/01/2016 13:40,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
11/04/2016 8:11,402267,0,0,0,10,0.0822,71,7,0.1111,52,,,,,,,,,,,,,,,
24/03/2016 19:06,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25/05/2016 10:16,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
10/08/2016 12:26,402266,13,0.0694,71,0,0,0,9,0.12,60,,,,,,,,,,,,,,,
13/02/2016 1:19,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
02/04/2016 1:16,402270,14,0.08,71,9,0.05,71,6,0.03,71,0,0,0,,,,,,,,,,,,
19/05/2016 14:36,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
01/08/2016 0:16,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
11/04/2016 14:26,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
25/05/2016 15:57,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
10/05/2016 2:51,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
01/07/2016 11:27,402265,7,0.04,71,7,0.06,71,8,0.1,71,,,,,,,,,,,,,,,
20/02/2016 3:59,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
28/07/2016 2:02,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
08/06/2016 18:19,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/02/2016 3:02,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/03/2016 16:10,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
08/06/2016 7:21,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
02/06/2016 23:30,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
11/04/2016 22:45,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/07/2016 22:51,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
04/01/2016 15:24,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
31/07/2016 19:09,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
20/01/2016 3:41,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/07/2016 9:24,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/08/2016 5:12,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 19:37,402270,16,0.1,71,9,0.06,65,7,0.06,65,9,0.06,71,,,,,,,,,,,,
04/01/2016 19:10,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
27/07/2016 19:12,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 7:58,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
13/02/2016 1:42,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
27/07/2016 7:39,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/03/2016 7:24,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24/03/2016 7:22,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
04/07/2016 4:50,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/07/2016 8:49,402267,0,1,0,1,0.0056,78,3,0.0378,65,,,,,,,,,,,,,,,
04/01/2016 7:07,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
17/08/2016 20:53,402266,6,0.04,78,0,0,0,6,0.03,71,,,,,,,,,,,,,,,
04/01/2016 13:10,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
10/08/2016 8:42,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
01/04/2016 7:35,402264,0,0,0,1,0.01,86,2,0.02,60,,,,,,,,,,,,,,,
16/03/2016 10:16,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/01/2016 16:37,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/04/2016 13:02,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/02/2016 20:37,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
17/08/2016 9:16,402260,12,0.0628,71,10,0.0756,71,5,0.0589,71,,,,,,,,,,,,,,,
10/08/2016 10:19,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
10/08/2016 20:26,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 15:25,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
10/05/2016 1:15,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
28/01/2016 8:37,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 7:39,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
17/08/2016 12:41,402266,5,0.03,78,0,0,0,4,0.0694,60,,,,,,,,,,,,,,,
27/07/2016 3:07,402264,4,0.02,109,4,0.02,71,0,0,0,,,,,,,,,,,,,,,
30/03/2016 12:10,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/07/2016 2:34,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
25/05/2016 11:18,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 3:40,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
27/07/2016 3:37,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
01/07/2016 17:17,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 7:06,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
01/07/2016 8:40,402267,0,1,0,11,0.0722,65,7,0.0889,60,,,,,,,,,,,,,,,
04/01/2016 6:29,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/03/2016 22:09,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
25/03/2016 1:03,402264,0,0,0,13,0.08,71,8,0.06,78,,,,,,,,,,,,,,,
28/01/2016 19:21,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 17:45,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
24/03/2016 11:35,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11/04/2016 14:01,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
04/07/2016 17:11,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 10:18,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/02/2016 13:24,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/07/2016 15:09,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
24/03/2016 15:05,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13/02/2016 0:19,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 22:47,402267,5,0.475,5,10,0.0589,78,9,0.1161,60,,,,,,,,,,,,,,,
19/06/2016 0:18,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
12/02/2016 14:09,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
10/08/2016 17:07,402264,18,0.1,98,17,0.11,65,0,1,0,,,,,,,,,,,,,,,
16/03/2016 17:48,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
24/03/2016 16:15,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/07/2016 18:09,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/02/2016 2:49,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
08/06/2016 21:38,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 13:13,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
27/07/2016 16:04,402264,20,0.12,90,15,0.12,65,0,0,0,,,,,,,,,,,,,,,
02/06/2016 19:06,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/02/2016 13:43,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/07/2016 20:06,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25/05/2016 16:48,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 13:37,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
25/03/2016 2:33,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
24/03/2016 16:01,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/01/2016 15:43,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
12/07/2016 22:16,402264,12,0.06,109,6,0.04,71,5,0.03,71,,,,,,,,,,,,,,,
27/07/2016 15:00,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
10/08/2016 3:48,402261,3,0.015,86,3,0.0167,78,2,0.0111,56,,,,,,,,,,,,,,,
04/01/2016 10:26,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/07/2016 7:15,402264,1,0,0,2,0.01,71,5,0.0694,60,,,,,,,,,,,,,,,
16/02/2016 13:49,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
19/05/2016 14:34,402270,17,0.09,71,15,0.09,65,8,0.05,71,4,0.02,65,,,,,,,,,,,,
10/08/2016 16:24,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/03/2016 10:20,402264,0,0,0,14,0.08,71,6,0.11,60,,,,,,,,,,,,,,,
20/01/2016 7:23,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
31/07/2016 6:25,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
01/04/2016 5:06,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/07/2016 9:15,402267,0,1,0,3,0.0167,71,3,0.0422,60,,,,,,,,,,,,,,,
30/06/2016 9:24,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
08/06/2016 15:45,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20/02/2016 21:43,402267,0,0,0,10,0.0706,65,9,0.0578,60,,,,,,,,,,,,,,,
12/07/2016 18:39,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
31/07/2016 12:32,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20/05/2016 1:28,402267,3,0.1494,10,6,0.0356,71,5,0.0222,71,,,,,,,,,,,,,,,
19/05/2016 20:12,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
10/08/2016 3:32,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/07/2016 13:17,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20/02/2016 5:18,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
10/05/2016 2:37,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
02/04/2016 1:44,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/08/2016 6:44,402261,0,0,0,2,0.0122,71,2,0.0378,28,,,,,,,,,,,,,,,
27/07/2016 19:11,402267,2,0.005,218,0,1,0,10,0.0689,65,,,,,,,,,,,,,,,
11/08/2016 7:04,402261,0,0,0,1,0.0067,71,1,0.0272,71,,,,,,,,,,,,,,,
10/05/2016 0:09,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/04/2016 9:15,402264,0,0,0,7,0.06,71,2,0.03,65,,,,,,,,,,,,,,,
20/02/2016 3:35,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
02/06/2016 21:17,402265,13,0.0694,78,7,0.05,65,7,0.0694,65,,,,,,,,,,,,,,,
18/06/2016 22:57,402265,14,0.08,71,12,0.0694,71,7,0.04,78,,,,,,,,,,,,,,,
25/03/2016 0:53,402265,5,0.03,78,4,0.03,71,1,0.01,71,,,,,,,,,,,,,,,
31/07/2016 23:51,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
30/06/2016 5:09,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20/02/2016 10:47,402267,2,0.0211,51,9,0.05,71,7,0.0383,65,,,,,,,,,,,,,,,
09/05/2016 21:56,402270,8,0.04,78,6,0.03,71,5,0.03,60,3,0.02,71,,,,,,,,,,,,
20/02/2016 3:39,402267,0,0,0,2,0.0128,78,2,0.0367,65,,,,,,,,,,,,,,,
18/06/2016 22:07,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25/05/2016 22:54,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
27/07/2016 4:27,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18/06/2016 5:06,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
02/04/2016 0:49,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
17/08/2016 5:28,402267,0,0,0,0,1,0,3,0.0411,56,,,,,,,,,,,,,,,
03/01/2016 9:56,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11/08/2016 8:26,402261,3,0.0178,86,3,0.0172,71,1,0.005,52,,,,,,,,,,,,,,,
17/02/2016 2:29,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
25/05/2016 7:14,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 6:22,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
09/06/2016 0:21,402265,16,0.1,71,10,0.08,65,7,0.04,71,,,,,,,,,,,,,,,
04/01/2016 3:36,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18/06/2016 14:54,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/03/2016 4:38,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 4:08,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
17/03/2016 2:58,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/07/2016 5:30,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 7:58,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
04/07/2016 8:24,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
